"Date","Plaza ID","Direction","# Vehicles - E-ZPass","# Vehicles - VToll"
"01/26/2015","6","O","7,137","981"
"01/25/2015","6","I","6,547","1,246"
"01/25/2015","6","O","6,562","1,169"
"01/24/2015","6","I","5,994","1,187"
"01/24/2015","6","O","5,915","1,115"
"01/23/2015","6","I","10,162","1,604"
"01/23/2015","6","O","9,468","1,354"
"01/22/2015","6","I","9,520","1,462"
"01/22/2015","6","O","9,106","1,282"
"01/21/2015","6","I","9,678","1,348"
"01/21/2015","6","O","9,395","1,197"
"01/20/2015","6","I","9,446","1,360"
"01/20/2015","6","O","9,047","1,193"
"01/19/2015","6","I","7,255","1,261"
"01/19/2015","6","O","7,145","1,140"
"01/18/2015","6","I","5,222","1,161"
"01/18/2015","6","O","5,439","1,006"
"01/17/2015","6","I","7,683","1,565"
"01/17/2015","6","O","7,213","1,377"
"01/16/2015","6","I","9,872","1,603"
"01/16/2015","6","O","9,349","1,432"
"01/15/2015","6","I","9,828","1,451"
"01/15/2015","6","O","9,409","1,291"
"01/14/2015","6","I","9,607","1,399"
"01/14/2015","6","O","9,219","1,250"
"01/13/2015","6","I","9,539","1,415"
"01/13/2015","6","O","9,166","1,227"
"01/12/2015","6","I","8,796","1,331"
"01/12/2015","6","O","8,494","1,235"
"01/11/2015","6","I","6,026","1,239"
"01/11/2015","6","O","6,183","1,164"
"01/10/2015","6","I","7,300","1,467"
"01/10/2015","6","O","7,107","1,326"
"01/09/2015","6","I","9,334","1,423"
"01/09/2015","6","O","8,820","1,242"
"01/08/2015","6","I","9,347","1,381"
"01/08/2015","6","O","9,151","1,252"
"01/07/2015","6","I","9,547","1,315"
"01/07/2015","6","O","9,120","1,144"
"01/06/2015","6","I","8,869","1,286"
"01/06/2015","6","O","8,560","1,157"
"01/05/2015","6","I","9,322","1,358"
"01/05/2015","6","O","8,875","1,202"
"01/04/2015","6","I","5,850","1,154"
"01/04/2015","6","O","5,910","1,051"
"01/03/2015","6","I","6,552","1,277"
"01/03/2015","6","O","6,521","1,213"
"01/02/2015","6","I","8,034","1,422"
"01/02/2015","6","O","7,590","1,241"
"01/01/2015","6","I","5,167","1,362"
"01/01/2015","6","O","5,626","1,195"
"12/31/2014","6","I","8,700","1,574"
"12/31/2014","6","O","7,965","1,481"
"12/30/2014","6","I","8,551","1,387"
"12/30/2014","6","O","8,341","1,262"
"12/29/2014","6","I","8,346","1,343"
"12/29/2014","6","O","7,915","1,210"
"12/28/2014","6","I","5,890","1,231"
"12/28/2014","6","O","6,077","1,161"
"12/27/2014","6","I","7,356","1,526"
"12/27/2014","6","O","6,962","1,367"
"12/26/2014","6","I","7,689","1,538"
"12/26/2014","6","O","7,318","1,330"
"12/25/2014","6","I","5,942","1,591"
"12/25/2014","6","O","5,900","1,500"
"12/24/2014","6","I","9,124","1,667"
"12/24/2014","6","O","8,634","1,606"
"12/23/2014","6","I","10,152","1,541"
"12/23/2014","6","O","9,800","1,468"
"12/22/2014","6","I","10,190","1,455"
"12/22/2014","6","O","9,627","1,350"
"12/21/2014","6","I","6,696","1,338"
"12/21/2014","6","O","7,069","1,270"
"12/20/2014","6","I","8,173","1,576"
"12/20/2014","6","O","7,766","1,483"
"12/19/2014","6","I","10,653","1,713"
"12/19/2014","6","O","9,904","1,540"
"12/18/2014","6","I","10,340","1,635"
"12/18/2014","6","O","9,838","1,539"
"12/17/2014","6","I","10,182","1,469"
"12/17/2014","6","O","9,838","1,346"
"12/16/2014","6","I","9,972","1,500"
"12/16/2014","6","O","9,647","1,341"
"12/15/2014","6","I","9,782","1,449"
"12/15/2014","6","O","9,371","1,304"
"12/14/2014","6","I","6,447","1,334"
"12/14/2014","6","O","6,635","1,219"
"12/13/2014","6","I","7,967","1,573"
"12/13/2014","6","O","7,609","1,471"
"12/12/2014","6","I","10,400","1,608"
"12/12/2014","6","O","9,757","1,376"
"12/11/2014","6","I","9,815","1,418"
"12/11/2014","6","O","9,362","1,297"
"12/10/2014","6","I","9,782","1,384"
"12/10/2014","6","O","9,581","1,241"
"12/09/2014","6","I","8,550","1,238"
"12/09/2014","6","O","8,459","1,140"
"12/08/2014","6","I","9,385","1,362"
"12/08/2014","6","O","8,981","1,238"
"12/07/2014","6","I","6,436","1,358"
"12/07/2014","6","O","6,534","1,225"
"12/06/2014","6","I","7,314","1,423"
"12/06/2014","6","O","7,325","1,307"
"12/05/2014","6","I","10,075","1,635"
"12/05/2014","6","O","9,652","1,427"
"12/04/2014","6","I","10,046","1,452"
"12/04/2014","6","O","9,590","1,268"
"12/03/2014","6","I","9,614","1,368"
"12/03/2014","6","O","9,403","1,243"
"12/02/2014","6","I","9,458","1,402"
"12/02/2014","6","O","9,178","1,231"
"12/01/2014","6","I","9,292","1,421"
"12/01/2014","6","O","8,975","1,249"
"11/30/2014","6","I","6,368","1,440"
"11/30/2014","6","O","6,448","1,269"
"11/29/2014","6","I","7,065","1,448"
"11/29/2014","6","O","6,993","1,329"
"11/28/2014","6","I","7,323","1,453"
"11/28/2014","6","O","7,094","1,265"
"11/27/2014","6","I","6,710","1,632"
"11/27/2014","6","O","6,119","1,534"
"11/26/2014","6","I","9,313","1,527"
"11/26/2014","6","O","8,976","1,371"
"11/25/2014","6","I","10,303","1,532"
"11/25/2014","6","O","9,973","1,371"
"11/24/2014","6","I","12,127","1,892"
"11/24/2014","6","O","11,848","1,513"
"11/23/2014","6","I","6,440","1,364"
"11/23/2014","6","O","6,586","1,240"
"11/22/2014","6","I","7,957","1,538"
"11/22/2014","6","O","7,616","1,335"
"11/21/2014","6","I","10,348","1,658"
"11/21/2014","6","O","9,567","1,447"
"11/20/2014","6","I","9,954","1,469"
"11/20/2014","6","O","9,699","1,264"
"11/19/2014","6","I","9,915","1,468"
"11/19/2014","6","O","9,400","1,283"
"11/18/2014","6","I","9,561","1,402"
"11/18/2014","6","O","9,341","1,218"
"11/17/2014","6","I","8,896","1,312"
"11/17/2014","6","O","8,586","1,187"
"11/16/2014","6","I","6,353","1,290"
"11/16/2014","6","O","6,387","1,175"
"11/15/2014","6","I","4,623","783"
"11/15/2014","6","O","3,561","729"
"11/14/2014","6","I","10,152","1,607"
"11/14/2014","6","O","9,593","1,406"
"11/13/2014","6","I","9,864","1,379"
"11/13/2014","6","O","9,357","1,289"
"11/12/2014","6","I","10,009","1,503"
"11/12/2014","6","O","9,561","1,337"
"11/11/2014","6","I","8,142","1,322"
"11/11/2014","6","O","7,939","1,217"
"11/10/2014","6","I","9,435","1,416"
"11/10/2014","6","O","9,013","1,250"
"11/09/2014","6","I","6,532","1,473"
"11/09/2014","6","O","6,577","1,325"
"11/08/2014","6","I","8,063","1,589"
"11/08/2014","6","O","7,760","1,438"
"11/07/2014","6","I","10,151","1,649"
"11/07/2014","6","O","9,524","1,459"
"11/06/2014","6","I","9,577","1,382"
"11/06/2014","6","O","9,034","1,220"
"11/05/2014","6","I","10,111","1,522"
"11/05/2014","6","O","9,585","1,375"
"11/04/2014","6","I","9,229","1,455"
"11/04/2014","6","O","9,007","1,324"
"11/03/2014","6","I","10,114","1,603"
"11/03/2014","6","O","9,254","1,323"
"11/02/2014","6","I","6,521","1,383"
"11/02/2014","6","O","6,350","1,222"
"11/01/2014","6","I","7,182","1,457"
"11/01/2014","6","O","7,022","1,374"
"10/31/2014","6","I","10,320","1,742"
"10/31/2014","6","O","9,762","1,639"
"10/30/2014","6","I","10,311","1,542"
"10/30/2014","6","O","9,836","1,409"
"10/29/2014","6","I","10,045","1,436"
"10/29/2014","6","O","9,623","1,298"
"10/28/2014","6","I","9,663","1,449"
"10/28/2014","6","O","9,252","1,319"
"10/27/2014","6","I","9,349","1,386"
"10/27/2014","6","O","9,058","1,264"
"10/26/2014","6","I","6,688","1,415"
"10/26/2014","6","O","6,900","1,318"
"10/25/2014","6","I","8,434","1,717"
"10/25/2014","6","O","8,004","1,554"
"10/24/2014","6","I","10,281","1,739"
"10/24/2014","6","O","9,679","1,606"
"10/23/2014","6","I","9,717","1,411"
"10/23/2014","6","O","9,264","1,285"
"10/22/2014","6","I","9,438","1,357"
"10/22/2014","6","O","9,082","1,253"
"10/21/2014","6","I","9,560","1,348"
"10/21/2014","6","O","9,226","1,216"
"10/20/2014","6","I","9,350","1,388"
"10/20/2014","6","O","9,006","1,284"
"10/19/2014","6","I","6,877","1,413"
"10/19/2014","6","O","6,825","1,287"
"10/18/2014","6","I","8,428","1,736"
"10/18/2014","6","O","8,164","1,571"
"10/17/2014","6","I","10,351","1,735"
"10/17/2014","6","O","9,849","1,515"
"10/16/2014","6","I","9,638","1,360"
"10/16/2014","6","O","9,229","1,239"
"10/15/2014","6","I","9,807","1,509"
"10/15/2014","6","O","9,390","1,325"
"10/14/2014","6","I","9,749","1,435"
"10/14/2014","6","O","9,346","1,299"
"10/13/2014","6","I","7,580","1,295"
"10/13/2014","6","O","7,280","1,206"
"10/12/2014","6","I","6,749","1,434"
"10/12/2014","6","O","6,655","1,351"
"10/11/2014","6","I","7,270","1,483"
"10/11/2014","6","O","6,883","1,369"
"10/10/2014","6","I","10,112","1,702"
"10/10/2014","6","O","9,560","1,518"
"10/09/2014","6","I","9,757","1,509"
"10/09/2014","6","O","9,459","1,372"
"10/08/2014","6","I","9,975","1,467"
"10/08/2014","6","O","9,566","1,372"
"10/07/2014","6","I","9,572","1,382"
"10/07/2014","6","O","9,300","1,242"
"10/06/2014","6","I","9,332","1,442"
"10/06/2014","6","O","9,129","1,282"
"10/05/2014","6","I","7,001","1,506"
"10/05/2014","6","O","7,136","1,378"
"10/04/2014","6","I","7,096","1,450"
"10/04/2014","6","O","6,865","1,345"
"10/03/2014","6","I","10,650","1,796"
"10/03/2014","6","O","10,039","1,584"
"10/02/2014","6","I","10,134","1,532"
"10/02/2014","6","O","9,799","1,402"
"10/01/2014","6","I","9,749","1,447"
"10/01/2014","6","O","9,423","1,260"
"09/30/2014","6","I","9,589","1,469"
"09/30/2014","6","O","9,326","1,301"
"09/29/2014","6","I","9,477","1,499"
"09/29/2014","6","O","9,047","1,324"
"09/28/2014","6","I","8,086","1,989"
"09/28/2014","6","O","8,014","1,859"
"09/27/2014","6","I","9,126","2,169"
"09/27/2014","6","O","8,562","2,038"
"09/26/2014","6","I","9,498","1,739"
"09/26/2014","6","O","8,966","1,562"
"09/25/2014","6","I","8,535","1,399"
"09/25/2014","6","O","8,183","1,266"
"09/24/2014","6","I","10,323","1,515"
"09/24/2014","6","O","9,773","1,316"
"09/23/2014","6","I","10,011","1,536"
"09/23/2014","6","O","9,453","1,303"
"09/22/2014","6","I","9,706","1,469"
"09/22/2014","6","O","9,227","1,297"
"09/21/2014","6","I","6,962","1,707"
"09/21/2014","6","O","7,029","1,534"
"09/20/2014","6","I","8,511","1,774"
"09/20/2014","6","O","8,004","1,592"
"09/19/2014","6","I","10,751","1,897"
"09/19/2014","6","O","9,987","1,646"
"09/18/2014","6","I","10,668","1,737"
"09/18/2014","6","O","10,053","1,463"
"09/17/2014","6","I","10,525","1,697"
"09/17/2014","6","O","9,876","1,433"
"09/16/2014","6","I","9,646","1,468"
"09/16/2014","6","O","9,180","1,260"
"09/15/2014","6","I","9,992","1,535"
"09/15/2014","6","O","9,325","1,344"
"09/14/2014","6","I","7,185","1,666"
"09/14/2014","6","O","7,100","1,547"
"09/13/2014","6","I","8,075","1,690"
"09/13/2014","6","O","7,794","1,580"
"09/12/2014","6","I","10,743","1,835"
"09/12/2014","6","O","9,940","1,652"
"09/11/2014","6","I","9,967","1,554"
"09/11/2014","6","O","9,678","1,438"
"09/10/2014","6","I","10,163","1,602"
"09/10/2014","6","O","9,737","1,430"
"09/09/2014","6","I","9,724","1,460"
"09/09/2014","6","O","9,273","1,371"
"09/08/2014","6","I","9,595","1,513"
"09/08/2014","6","O","9,124","1,393"
"09/07/2014","6","I","8,164","2,377"
"09/07/2014","6","O","8,009","2,257"
"09/06/2014","6","I","8,835","2,202"
"09/06/2014","6","O","8,313","2,006"
"09/05/2014","6","I","10,887","2,088"
"09/05/2014","6","O","10,360","1,916"
"09/04/2014","6","I","10,637","1,908"
"09/04/2014","6","O","10,140","1,706"
"09/03/2014","6","I","9,982","1,941"
"09/03/2014","6","O","9,568","1,808"
"09/02/2014","6","I","9,933","2,204"
"09/02/2014","6","O","9,432","2,041"
"09/01/2014","6","I","8,085","3,129"
"09/01/2014","6","O","7,805","2,899"
"08/31/2014","6","I","7,827","2,606"
"08/31/2014","6","O","7,432","2,483"
"08/30/2014","6","I","9,379","2,828"
"08/30/2014","6","O","8,997","2,709"
"08/29/2014","6","I","10,479","2,288"
"08/29/2014","6","O","10,174","2,152"
"08/28/2014","6","I","10,721","2,350"
"08/28/2014","6","O","9,943","2,130"
"08/27/2014","6","I","11,230","3,287"
"08/27/2014","6","O","10,849","3,128"
"08/26/2014","6","I","10,144","2,423"
"08/26/2014","6","O","9,804","2,185"
"08/25/2014","6","I","9,670","2,213"
"08/25/2014","6","O","9,233","2,029"
"08/24/2014","6","I","9,226","3,125"
"08/24/2014","6","O","8,936","2,889"
"08/23/2014","6","I","7,957","2,007"
"08/23/2014","6","O","7,670","1,857"
"08/22/2014","6","I","9,275","1,746"
"08/22/2014","6","O","8,783","1,586"
"08/21/2014","6","I","9,380","1,750"
"08/21/2014","6","O","8,996","1,613"
"08/20/2014","6","I","9,907","2,127"
"08/20/2014","6","O","9,497","1,983"
"08/19/2014","6","I","9,722","1,985"
"08/19/2014","6","O","9,476","1,873"
"08/18/2014","6","I","9,642","1,984"
"08/18/2014","6","O","9,361","1,849"
"08/17/2014","6","I","7,772","2,382"
"08/17/2014","6","O","7,651","2,275"
"08/16/2014","6","I","9,537","2,905"
"08/16/2014","6","O","9,083","2,715"
"08/15/2014","6","I","10,086","2,077"
"08/15/2014","6","O","9,759","1,920"
"08/14/2014","6","I","10,153","2,061"
"08/14/2014","6","O","9,717","1,823"
"08/13/2014","6","I","9,167","1,501"
"08/13/2014","6","O","8,814","1,392"
"08/12/2014","6","I","9,082","1,457"
"08/12/2014","6","O","8,687","1,356"
"08/11/2014","6","I","10,107","2,361"
"08/11/2014","6","O","9,571","2,177"
"08/10/2014","6","I","10,402","4,411"
"08/10/2014","6","O","10,131","4,103"
"08/09/2014","6","I","10,758","3,984"
"08/09/2014","6","O","10,584","3,757"
"08/08/2014","6","I","10,842","2,606"
"08/08/2014","6","O","10,332","2,441"
"08/07/2014","6","I","10,625","2,244"
"08/07/2014","6","O","10,071","2,033"
"08/06/2014","6","I","9,782","1,866"
"08/06/2014","6","O","9,312","1,664"
"08/05/2014","6","I","10,527","2,581"
"08/05/2014","6","O","10,273","2,440"
"08/04/2014","6","I","9,442","1,914"
"08/04/2014","6","O","9,026","1,747"
"08/03/2014","6","I","7,228","1,937"
"08/03/2014","6","O","7,161","1,779"
"08/02/2014","6","I","7,696","1,840"
"08/02/2014","6","O","7,436","1,715"
"08/01/2014","6","I","10,099","2,084"
"08/01/2014","6","O","9,650","1,930"
"07/31/2014","6","I","10,043","1,979"
"07/31/2014","6","O","9,521","1,795"
"07/30/2014","6","I","10,313","2,063"
"07/30/2014","6","O","9,963","1,899"
"07/29/2014","6","I","10,074","1,992"
"07/29/2014","6","O","9,555","1,904"
"07/28/2014","6","I","9,345","1,731"
"07/28/2014","6","O","8,899","1,539"
"07/27/2014","6","I","7,696","2,380"
"07/27/2014","6","O","7,488","2,167"
"07/26/2014","6","I","9,433","2,946"
"07/26/2014","6","O","9,244","2,744"
"07/25/2014","6","I","11,104","2,680"
"07/25/2014","6","O","10,607","2,492"
"07/24/2014","6","I","9,882","1,840"
"07/24/2014","6","O","9,325","1,684"
"07/23/2014","6","I","10,217","2,306"
"07/23/2014","6","O","9,761","2,164"
"07/22/2014","6","I","10,529","2,438"
"07/22/2014","6","O","10,079","2,303"
"07/21/2014","6","I","9,813","2,168"
"07/21/2014","6","O","9,290","1,953"
"07/20/2014","6","I","8,064","2,460"
"07/20/2014","6","O","7,829","2,245"
"07/19/2014","6","I","8,790","2,465"
"07/19/2014","6","O","8,487","2,313"
"07/18/2014","6","I","10,878","2,694"
"07/18/2014","6","O","10,369","2,451"
"07/17/2014","6","I","10,620","2,131"
"07/17/2014","6","O","10,118","2,049"
"07/16/2014","6","I","9,599","1,668"
"07/16/2014","6","O","9,203","1,474"
"07/15/2014","6","I","9,033","1,455"
"07/15/2014","6","O","8,700","1,316"
"07/14/2014","6","I","9,038","1,582"
"07/14/2014","6","O","8,705","1,407"
"07/13/2014","6","I","7,441","2,204"
"07/13/2014","6","O","7,333","1,979"
"07/12/2014","6","I","10,565","3,856"
"07/12/2014","6","O","10,124","3,591"
"07/11/2014","6","I","10,848","2,537"
"07/11/2014","6","O","10,309","2,378"
"07/10/2014","6","I","10,327","2,015"
"07/10/2014","6","O","9,697","1,821"
"07/09/2014","6","I","9,945","2,040"
"07/09/2014","6","O","9,478","1,811"
"07/08/2014","6","I","10,015","2,314"
"07/08/2014","6","O","9,566","2,134"
"07/07/2014","6","I","9,927","2,566"
"07/07/2014","6","O","9,458","2,337"
"07/06/2014","6","I","9,766","4,354"
"07/06/2014","6","O","9,335","4,041"
"07/05/2014","6","I","9,456","3,611"
"07/05/2014","6","O","9,076","3,388"
"07/04/2014","6","I","6,084","1,568"
"07/04/2014","6","O","5,984","1,522"
"07/03/2014","6","I","9,859","1,923"
"07/03/2014","6","O","9,549","1,901"
"07/02/2014","6","I","9,991","2,250"
"07/02/2014","6","O","9,602","2,116"
"07/01/2014","6","I","10,082","2,309"
"07/01/2014","6","O","9,559","2,204"
"06/30/2014","6","I","9,808","2,178"
"06/30/2014","6","O","9,361","1,955"
"06/29/2014","6","I","9,807","3,827"
"06/29/2014","6","O","9,418","3,500"
"06/28/2014","6","I","10,396","3,553"
"06/28/2014","6","O","10,091","3,358"
"06/27/2014","6","I","10,795","2,647"
"06/27/2014","6","O","10,477","2,425"
"06/26/2014","6","I","10,583","2,215"
"06/26/2014","6","O","10,121","1,939"
"06/25/2014","6","I","10,462","1,927"
"06/25/2014","6","O","9,876","1,711"
"06/24/2014","6","I","10,160","2,021"
"06/24/2014","6","O","9,755","1,836"
"06/23/2014","6","I","10,101","2,181"
"06/23/2014","6","O","9,732","1,913"
"06/22/2014","6","I","8,977","3,037"
"06/22/2014","6","O","8,750","2,790"
"06/21/2014","6","I","9,615","2,854"
"06/21/2014","6","O","9,677","2,735"
"06/20/2014","6","I","11,190","2,368"
"06/20/2014","6","O","10,844","2,227"
"06/19/2014","6","I","10,383","1,703"
"06/19/2014","6","O","9,769","1,503"
"06/18/2014","6","I","11,125","2,748"
"06/18/2014","6","O","10,525","2,553"
"06/17/2014","6","I","10,413","2,137"
"06/17/2014","6","O","9,973","1,993"
"06/16/2014","6","I","10,131","2,013"
"06/16/2014","6","O","9,765","1,832"
"06/15/2014","6","I","8,996","3,053"
"06/15/2014","6","O","8,617","2,821"
"06/14/2014","6","I","9,660","2,591"
"06/14/2014","6","O","9,243","2,396"
"06/13/2014","6","I","10,129","1,857"
"06/13/2014","6","O","9,780","1,691"
"06/12/2014","6","I","10,160","1,579"
"06/12/2014","6","O","9,752","1,480"
"06/11/2014","6","I","7,364","1,041"
"06/11/2014","6","O","5,269","877"
"06/10/2014","6","I","9,877","1,626"
"06/10/2014","6","O","9,611","1,486"
"06/09/2014","6","I","9,387","1,488"
"06/09/2014","6","O","8,889","1,267"
"06/08/2014","6","I","9,915","3,906"
"06/08/2014","6","O","9,547","3,634"
"06/07/2014","6","I","10,439","3,149"
"06/07/2014","6","O","10,070","3,023"
"06/06/2014","6","I","10,955","2,276"
"06/06/2014","6","O","10,477","2,063"
"06/05/2014","6","I","9,620","1,643"
"06/05/2014","6","O","8,977","1,463"
"06/04/2014","6","I","10,398","1,833"
"06/04/2014","6","O","9,831","1,668"
"06/03/2014","6","I","10,373","1,862"
"06/03/2014","6","O","9,916","1,689"
"06/02/2014","6","I","10,196","1,999"
"06/02/2014","6","O","9,670","1,809"
"06/01/2014","6","I","8,828","2,664"
"06/01/2014","6","O","8,569","2,438"
"05/31/2014","6","I","8,711","2,117"
"05/31/2014","6","O","8,361","1,935"
"05/30/2014","6","I","10,803","1,922"
"05/30/2014","6","O","10,236","1,736"
"05/29/2014","6","I","10,333","1,654"
"05/29/2014","6","O","9,820","1,499"
"05/28/2014","6","I","10,155","1,579"
"05/28/2014","6","O","9,746","1,378"
"05/27/2014","6","I","10,052","1,765"
"05/27/2014","6","O","9,570","1,542"
"05/26/2014","6","I","9,764","4,349"
"05/26/2014","6","O","9,343","4,067"
"05/25/2014","6","I","7,746","2,304"
"05/25/2014","6","O","7,558","2,124"
"05/24/2014","6","I","7,190","1,570"
"05/24/2014","6","O","6,693","1,477"
"05/23/2014","6","I","10,211","1,753"
"05/23/2014","6","O","9,848","1,629"
"05/22/2014","6","I","10,161","1,644"
"05/22/2014","6","O","9,701","1,464"
"05/21/2014","6","I","10,024","1,612"
"05/21/2014","6","O","9,515","1,431"
"05/20/2014","6","I","10,315","1,649"
"05/20/2014","6","O","9,749","1,544"
"05/19/2014","6","I","9,862","1,608"
"05/19/2014","6","O","9,235","1,370"
"05/18/2014","6","I","7,194","1,811"
"05/18/2014","6","O","7,270","1,676"
"05/17/2014","6","I","8,819","1,969"
"05/17/2014","6","O","8,273","1,847"
"05/16/2014","6","I","8,099","1,196"
"05/16/2014","6","O","6,363","955"
"05/15/2014","6","I","10,323","1,667"
"05/15/2014","6","O","9,683","1,464"
"05/14/2014","6","I","10,119","1,571"
"05/14/2014","6","O","9,595","1,371"
"05/13/2014","6","I","10,020","1,407"
"05/13/2014","6","O","9,436","1,366"
"05/12/2014","6","I","9,856","1,740"
"05/12/2014","6","O","9,302","1,556"
"05/11/2014","6","I","8,058","2,234"
"05/11/2014","6","O","7,849","2,051"
"05/10/2014","6","I","8,597","1,877"
"05/10/2014","6","O","8,085","1,674"
"05/09/2014","6","I","10,460","1,784"
"05/09/2014","6","O","9,868","1,605"
"05/08/2014","6","I","9,887","1,436"
"05/08/2014","6","O","9,347","1,308"
"05/07/2014","6","I","10,091","1,564"
"05/07/2014","6","O","9,606","1,366"
"05/06/2014","6","I","9,972","1,557"
"05/06/2014","6","O","9,424","1,374"
"05/05/2014","6","I","9,656","1,541"
"05/05/2014","6","O","9,056","1,341"
"05/04/2014","6","I","6,661","1,570"
"05/04/2014","6","O","6,788","1,431"
"05/03/2014","6","I","8,713","2,064"
"05/03/2014","6","O","8,493","1,889"
"05/02/2014","6","I","10,897","1,931"
"05/02/2014","6","O","10,200","1,708"
"05/01/2014","6","I","10,608","1,885"
"05/01/2014","6","O","9,730","1,479"
"04/30/2014","6","I","9,659","1,668"
"04/30/2014","6","O","9,018","1,313"
"04/29/2014","6","I","9,868","1,757"
"04/29/2014","6","O","9,225","1,307"
"04/28/2014","6","I","9,604","1,541"
"04/28/2014","6","O","9,226","1,355"
"04/27/2014","6","I","6,898","1,547"
"04/27/2014","6","O","6,869","1,402"
"04/26/2014","6","I","7,870","1,708"
"04/26/2014","6","O","7,668","1,556"
"04/25/2014","6","I","10,192","1,723"
"04/25/2014","6","O","9,581","1,555"
"04/24/2014","6","I","9,668","1,526"
"04/24/2014","6","O","9,286","1,394"
"04/23/2014","6","I","9,569","1,471"
"04/23/2014","6","O","9,167","1,339"
"04/22/2014","6","I","8,553","1,397"
"04/22/2014","6","O","8,305","1,250"
"04/21/2014","6","I","8,449","1,520"
"04/21/2014","6","O","7,970","1,356"
"04/20/2014","6","I","6,527","1,625"
"04/20/2014","6","O","6,493","1,498"
"04/19/2014","6","I","7,681","1,795"
"04/19/2014","6","O","7,369","1,606"
"04/18/2014","6","I","8,813","1,668"
"04/18/2014","6","O","8,636","1,533"
"04/17/2014","6","I","8,996","1,551"
"04/17/2014","6","O","8,659","1,396"
"04/16/2014","6","I","8,788","1,404"
"04/16/2014","6","O","8,374","1,277"
"04/15/2014","6","I","8,110","1,370"
"04/15/2014","6","O","7,799","1,183"
"04/14/2014","6","I","10,510","2,120"
"04/14/2014","6","O","10,195","1,816"
"04/13/2014","6","I","6,936","1,617"
"04/13/2014","6","O","6,877","1,457"
"04/12/2014","6","I","8,347","1,917"
"04/12/2014","6","O","7,897","1,798"
"04/11/2014","6","I","10,324","1,741"
"04/11/2014","6","O","9,855","1,580"
"04/10/2014","6","I","9,989","1,586"
"04/10/2014","6","O","9,505","1,396"
"04/09/2014","6","I","10,129","1,562"
"04/09/2014","6","O","9,413","1,433"
"04/08/2014","6","I","9,526","1,424"
"04/08/2014","6","O","9,030","1,317"
"04/07/2014","6","I","9,309","1,407"
"04/07/2014","6","O","8,653","1,230"
"04/06/2014","6","I","6,957","1,655"
"04/06/2014","6","O","6,780","1,446"
"04/05/2014","6","I","8,465","1,875"
"04/05/2014","6","O","7,959","1,703"
"04/04/2014","6","I","9,746","1,640"
"04/04/2014","6","O","9,211","1,478"
"04/03/2014","6","I","9,878","1,529"
"04/03/2014","6","O","9,412","1,344"
"04/02/2014","6","I","9,791","1,461"
"04/02/2014","6","O","9,404","1,321"
"04/01/2014","6","I","9,619","1,547"
"04/01/2014","6","O","9,217","1,351"
"03/31/2014","6","I","9,105","1,375"
"03/31/2014","6","O","8,711","1,232"
"03/30/2014","6","I","6,258","1,410"
"03/30/2014","6","O","6,564","1,289"
"03/29/2014","6","I","7,789","1,578"
"03/29/2014","6","O","7,471","1,518"
"03/28/2014","6","I","10,138","1,693"
"03/28/2014","6","O","9,521","1,495"
"03/27/2014","6","I","9,741","1,504"
"03/27/2014","6","O","9,206","1,325"
"03/26/2014","6","I","9,443","1,356"
"03/26/2014","6","O","8,848","1,174"
"03/25/2014","6","I","9,432","1,378"
"03/25/2014","6","O","8,957","1,266"
"03/24/2014","6","I","9,224","1,422"
"03/24/2014","6","O","8,674","1,210"
"03/23/2014","6","I","6,406","1,434"
"03/23/2014","6","O","6,456","1,297"
"03/22/2014","6","I","8,163","1,741"
"03/22/2014","6","O","7,990","1,657"
"03/21/2014","6","I","10,237","1,691"
"03/21/2014","6","O","9,817","1,480"
"03/20/2014","6","I","9,837","1,545"
"03/20/2014","6","O","9,464","1,389"
"03/19/2014","6","I","9,428","1,427"
"03/19/2014","6","O","9,079","1,257"
"03/18/2014","6","I","9,477","1,408"
"03/18/2014","6","O","9,018","1,288"
"03/17/2014","6","I","8,737","1,377"
"03/17/2014","6","O","8,238","1,187"
"03/16/2014","6","I","6,292","1,456"
"03/16/2014","6","O","6,451","1,290"
"03/15/2014","6","I","8,198","1,703"
"03/15/2014","6","O","7,812","1,551"
"03/14/2014","6","I","10,162","1,701"
"03/14/2014","6","O","9,590","1,526"
"03/13/2014","6","I","9,283","1,411"
"03/13/2014","6","O","8,922","1,238"
"03/12/2014","6","I","9,346","1,451"
"03/12/2014","6","O","8,981","1,244"
"03/11/2014","6","I","9,528","1,478"
"03/11/2014","6","O","9,032","1,401"
"03/10/2014","6","I","8,986","1,425"
"03/10/2014","6","O","8,590","1,306"
"03/09/2014","6","I","6,473","1,553"
"03/09/2014","6","O","6,558","1,324"
"03/08/2014","6","I","8,176","1,824"
"03/08/2014","6","O","7,641","1,649"
"03/07/2014","6","I","9,830","1,663"
"03/07/2014","6","O","9,429","1,510"
"03/06/2014","6","I","9,700","1,498"
"03/06/2014","6","O","9,230","1,344"
"03/05/2014","6","I","9,508","1,487"
"03/05/2014","6","O","8,879","1,286"
"03/04/2014","6","I","9,222","1,418"
"03/04/2014","6","O","8,792","1,249"
"03/03/2014","6","I","7,974","1,272"
"03/03/2014","6","O","7,548","1,070"
"03/02/2014","6","I","6,050","1,399"
"03/02/2014","6","O","5,911","1,232"
"03/01/2014","6","I","8,067","1,871"
"03/01/2014","6","O","7,820","1,725"
"02/28/2014","6","I","9,847","1,646"
"02/28/2014","6","O","9,488","1,500"
